class_code,class_name
MTP4131,Viyolonsel 7
MTP4151,Müzik Tarihi Ulusal
MTP4201,Caz Topluluğu 5
MTP4211,Türk Makam Müziği Topluluğu 5
MTP4221,Türk Halk Müziği Topluluğu 5
MTP4251,Halk Müziği Bilgileri 1
MTP4740,Yeni Dramaturji
MTP4760,16.yüzyıldan Günümüze İstanbulda Dans
OKL1001,Erken Çocukluk Eğitimine Giriş
OKL1031,Psikoloji
OKL1041,Çocuk Sağlığı Ve İlk Yardım
OKL2071,Okulöncesinde Değerler Eğitimi
OKL2101,Erken Çocuklukta Fen Eğitimi
OKL2111,Erken Çocuklukta Matematik Eğitimi
OKL2121,Okul Öncesi Eğitim Programları
OKL2130,Çocukta Hareket Gelişimi Ve Eğitimi
OKL2190,Erken Çocuklukta Yaratıcılık Ve Yaratıcı Çocuk Etkinlikleri
OKL2250,Beslenme Ve Sağlık
OKL3001,Erken Çocuklukta Sanat Eğitimi
OKL3101,Erken Çocuklukta Öğrenme Yaklaşımları
OKL3111,Çocuğu Tanıma Ve Değerlendirme
OKL4001,Anne Baba Eğitimi
OKL4021,Araştırma Projesi 1
OKL4161,Okul Öncesi Dönemde Farklı Eğitim Modelleri
PDR1201,Psikolojiye Giriş
PDR1211,Kültürel Antropoloji
PDR1903,İstatistik 1
PDR2062,İnsan İlişkileri ve İletişim
PDR2072,Sosyal Psikoloji
PDR2201,Gelişim Psikolojisi 2
PDR2211,Öğrenme Psikolojisi
PDR2221,Sosyal Psikoloji
PDR2231,Temel İstatistik
PDR2260,Bağımlılık Ve Bağımlılıkla Mücadele
PDR2270,Kariyer Planlama ve Geliştirme
PDR2310,Sosyal Beceri Eğitimi
PDR2320,Aile İçi İlişkiler Ve İletişim
PDR3072,Mesleki Rehberlik ve Danışma Uygulaması
PDR3111,Terapötik İletişim
PDR3122,Evlilik Ve Aile Danışmanlığı
PDR3201,Davranış Bozuklukları 1
PDR3211,Psikolojik Testler
PDR3221,Psikolojik Danışma İlke Ve Teknikleri
PDR3231,Psikolojik Danışma Kuramları
PDR3241,Mesleki Rehberlik
PDR4011,Psikolojik Testler
PDR4031,Öğrenme Güçlükleri
PDR4101,Bireyle Psikolojik Danışma Uygulaması
PDR4151,Bağımlılık
SBO1031,Arkeoloji
SBO1051,Sosyoloji
SBO1061,Sosyal Psikoloji
SBO1101,Sosyal Bilgilerin Temellleri
SBO1131,Genel Fiziki Coğrafya
SBO2020,Çevre Eğitimi
SBO2030,Günümüz Dünya Sorunları
SBO2041,Temel Hukuk
SBO2080,Sosyal Bilgiler Öğretimde Yerel-çocuk Oyunları
SBO2083,Zeka Ve Akıl Oyunları
SBO2090,Sosyal Bilgiler Öğretiminde Drama
SBO2110,İnsan Hakları Ve Demokrasi Eğitimi
SBO2130,Topluma Hizmet Uygulamaları
SBO2210,Türk Kültür Coğrafyası
SBO2270,Osmanlı Türkçesine Giriş
SBO2420,"Sosyal Bilgiler Öğretiminde Tarihsel Kanıt, Yerel Ve Sözlü Tarih"
SBO2421,Sosyal Bilgiler Öğrenme Ve Öğretim Yaklaşımları
SBO2521,Türkiyenin Fiziki Coğrafyası
SBO2621,İlk Türk-islam Devletleri Tarihi
SBO2721,Ortaçağ Tarihi
SBO2920,Zeka Ve Akıl Oyunları
SBO2930,Eğitimde Çizgi Roman Kullanımı
SBO3021,Türkiye Beşeri Ve Eko. Coğ.
SBO3051,Ülkeler Coğrafyası
SBO3162,Sosyal Bil. Sözlü Ve Yazılı Edebiyat İncelemesi
SBO3231,Osmanlı Tarihi 1
SBO3331,Yeni Ve Yakın Çağ Tarihi
SBO3431,Sosyal Bilgiler Öğretimi 1
SBO4011,Türkiye Cumhuriyeti Tarihi 1
SBO4041,Özel Öğretim Yöntemleri 2
SBO4051,Sosyal Bilgiler Ders Kitabı İnc.
SBP1031,Şehir Ve Planlama 1
SBP1041,Sosyoloji
SBP1111,Planlama 1
SBP1121,Tasarım İlkeleri Ve İfade Teknikleri
SBP1312,Şehir Coğrafyası
SBP1410,Temel Bilgisayar Bilimleri
SBP2021,Bölge Planlama
SBP2031,Şehir Ekonomisi
SBP2051,Ekoloji
SBP2061,Planlama 3
SBP2310,Ekolojik Ekonomi Prensipleri
SBP2941,Analiz Yöntem Ve Teknikleri
SBP3021,Planlama Kuram Ve Teknikleri
SBP3031,Şehir Ve Toplum Yönetimi
SBP3041,Kentsel Ulaşım
SBP3111,Planlama 5
SBP3161,Şehir Yenileme Ve Koruma
SBP3181,İmar Ve Çevre Hukuku
SBP3310,Bilgisayar Destekli Tasarım
SBP3350,Küreselleşmenin Yapısı Ve Coğrafyası
SBP3420,Yeşil Alan Planlaması
SBP3991,Şehir Planlama Ve İmar Hukuku
SBP4320,Kent Merkezlerinin Planlaması
SBP4340,Kent Planlamada Modeller
SBP4350,Kentsel Kıyıların Planlanması Ve Tasarımı
SBP4430,Rekreasyon Planlaması
SBP4440,Sermaye Ve Kent Biçimi
SBP4450,Şehir Planlamada Meslek Etiği
SBP4470,Turizm Planlaması
SBP4911,Planlama 7
SBU1701,Hukuka Giriş
SBU2011,Tarihsel Açıdan Ortadoğuda Azınlıklar 1
SBU2211,Kamu Yönetimine Giriş
SBU2711,Çağdaş Siyasi Kültür
SBU4222,Türkiyenin Dış Politikası 2
SBU4502,Türkiye Siyasetinde Güncel Konular
SBU4521,Türk Yunan İlişkileri:tarihsel Sorunlar
SBU4572,"Devlet, Toplum Ve Kalkınma Kuramları"
SNF1211,İlkokulda Temel Matematik
SNF1411,Türkiye Coğrafyası Ve Jeopolitiği
SNF2030,Çocuk Psikolojisi
SNF2050,Sanat Ve Estetik
SNF2060,İlkokul Ders Kitaplarının İncelemesi
SNF2080,Türk Halk Oyunları
SNF2090,Türk Musikisi
SNF2100,İlkokul Programı
SNF2110,İlkokulda Alternatif Eğitim Uygulamaları
SNF2121,İlkokuma Ve Yazma Öğretimi
SNF2130,Risk Altındaki Çocuklar Ve Eğitimi
SNF2331,Fen Bilimleri Laboratuvar Uygulamaları
SNF2511,İlkokulda Drama
SNF3221,Matematik Öğretimi 1
SNF3341,Fen Öğretimi
SNF3431,Hayat Bilgisi Öğretimi
SNF4032,Öğretmenlik Uygulaması 2
SNF4041,Etkili İletişim
SNF4051,Cumhuriyet Dönemi Türk Edebiyatı
SNF4052,Türk Bilim Tarihi
SNF4071,Aile Ve Evlilik Eğitimi
SNF4081,Hayat Boyu Eğitim
SNF4121,Görsel Sanatlar Öğretimi
SNF4131,Din Kültürü Ve Ahlak Bilgisi Öğretimi
SNF4141,Trafik Ve İlk Yardım
SYP1021,Uygarlık Tarihi
SYP1041,Sanat Tarihine Giriş
SYP1061,Dijital Ortamda Tasarım Yöntemleri
SYP1071,Sanat Yönetimi 1
SYP1092,Bilgi Yönetimi
SYP1392,Sanat Pedagojisi
SYP1432,Reklam Ajanslarında Sanat Yönetimi
SYP2111,İşletmeye Giriş
SYP2140,Gösteri Ve Sergileme Teknikleri 1
SYP2151,Sanat Kurumlarının Gelişim Süreci
SYP2161,Kültür Yönetimi Ve Etkenleri 1
SYP2171,Türk Sanatı 1
SYP2380,Perspektif 1
SYP2480,İletişim Ve İkna
SYP2561,Sanat Ve Eleştiri
SYP3211,Atölye 1
SYP3241,Halkla İlişkiler
SYP3250,Resim Atölyesi
SYP3341,Sinemada Sanat Yönetimi
SYP3342,Müzeler Ve Müzecilik
SYP3621,Koleksiyon Yönetimi
SYP3680,Yeni Medya Sanatı Ve Kökenleri
SYP4200,Sanat Ve Yemek
SYP4341,Portfolyo Tasarımı
SYP4411,Dekor Ve Kostüm Tasarımı 1
SYP4421,Sanatta Sponsorluk
SYP4474,Türk Tezhip Sanatı
SYP4491,Sanat Yönetiminde Uygulama
SYP4521,Müze İletişimi
TDE1211,Türkiye Türkçesi Ses Bilgisi
TDE1221,Türk Dili Tarihi (13. Yüzyıla Kadar )
TDE1241,Tanzimat Dönemi Edebiyatı Şiir Ve Tiyatro
TDE1251,Osmanlı Türkçesine Giriş
TDE1271,Eski Türk Edebiyatına Giriş
TDE1301,Yazılı Ve Sözlü Anlatım
TDE1305,Türkçenin Güncel Sorunları
TDE2211,Türkiye Türkçesi Tümce Bilgisi
TDE2221,Orhon Türkçesi
TDE2231,Eski Anadolu Türkçesi 13-14. Yüzyıl
TDE2241,Eski Türk Edebiyatı 13.-14. Yüzyıl
TDE2251,Osmanlı Türkçesi 1
TDE2261,Servet-i Fünun Edebiyatında Şiir
TDE2271,Edebiyat Kuramları
TDE2281,Geleneksel Türk Tiyatrosu
TDE3211,Karahanlı Türkçesi
TDE3221,Türk Halk Edebiyatı
TDE3231,Genel Dilbilim Fonetik-morfoloji
TDE3241,Eski Türk Edebiyatı 16.yüzyıl
TDE3261,2. Meşrutiyet Sonrası Türk Edebiyatına Giriş
TDE3341,Edebi Sanatlar
TDE3351,Türkçede Polisiye Edebiyat
TDE3371,Anlatı Çözümlemeleri
TDE4000,Bitirme Çalışması
TDE4261,Cumhuriyet Dönemi Türk Şiir Ve Öyküsü
TDE4271,Çağatayca
TDE4303,Dil Semineri Sözlükçülük
TDE4313,Özbek Edebiyatı
TDE4321,Modern Türk Şiiri
TDE4341,İstanbul Folkloruna Giriş
TDE4351,Büyük Şark Klasikleri
TDE4373,Osmanlı Paleografyasına Giriş
TDE4381,Modern Türk Romanında Değişken Bir Unsur Olarak Tema
BLM1992,İş Sağlığı Ve Güvenliği 2
BLM2042,Sistem Analizi Ve Tasarımı
BLM3722,Yazılım Mühendisliği
BLM3810,Biyoenformatiğe Giriş
BSP1062,Desen 2
BSP1232,Temel Modlaj Atölyesi 2
BSP2032,Sanat Atölyesi 2
BSP2162,Desen 2
BSP2362,Güncel Sanat Terminolojisi
BSP2411,Beden İmgeleri
BSP2432,Üç Boyutlu Sanat Atölyesi 2
BSP2452,Baskı Resim-2
BSP3012,Üç Boyutlu Sanat Atölyesi 4
BSP3222,Sanat Atölyesi 4
BSP3292,Dijital Ortamda Sanat
BSP4000,Bitirme Çalışması
BSP4252,Sergileme Yöntemleri
BTO1102,Algoritma Tasarımı Ve Geliştirme
BTO1112,Elektronik Devre Elemanları
BTO1122,Programlama Öğretimi Yaklaşımları
BTO1131,Eğitimde Bilişim Teknolojileri 1
BTO2102,Bilişimde Öğrenme Ve Öğretim Yaklaşımları
BTO2122,Bilişim Etiği Ve Güvenliği
BTO2132,Veri Tabanı Yönetim Sistemleri
BTO2152,Eğitimde Grafik Ve Canlandırma
BTO2160,Eğitsel Video Tasarımı
BTO2162,İleri Programlama
BTO2210,Öğretimde Materyal Tasarımı
BTO2904,Fizik 2
BTO3102,Bilgisayar Ağları
BTO3132,Açık Ve Uzaktan Öğrenme
BTO3142,İşletim Sistemleri
BTO3222,Grafik Tasarımı Ve İletişim
BTO4222,Eğitim Yazılımı Tasarlama Geliştirme Ve Uygulama
BYM1312,İş Sağlığı Ve Güvenliği 1
BYM1512,Mühendisler İçin Organik Kimya
BYM1602,Biyomühendislikte Fizikokimya
BYM2202,Polimer Bilimi Ve Teknolojisi
BYM2302,Biyomalzemeler
BYM2502,Hücre Kültür Sistemleri
BYM2602,Biyosensörler
BYM2702,Stokiyometri
BYM2812,Biyomühendislikte Akışkanlar Mekaniği
BYM3032,Proje
BYM3202,Mühendislik Laboratuvarı
BYM3212,Doku Mühendisliği
BYM3782,Biyoreaktör Tasarımı
BYM3802,Yapay Organlar
BYM4102,Veri Analizi Ve Görüntüleme
BYM4202,Moleküler Biyolojide Modern Teknikler
BYM4242,Biyomühendislik Laboratuvarı 2
BYM4292,Biyomühendislik Ekonomisi
BYM4302,Biyomühendislikte Mesleki İngilizce
BYM4382,İmmünoloji
BYM4502,Viroloji
BYM4672,Biyotransport
CEV1142,Sayısal Analiz
CEV1152,Ekoloji
CEV1162,Teknik Resim Ve Tasarı Geometri
CEV2132,Çevre Mühendisliği Termodinamiği
CEV2152,Çevre Mühendisliğinde Hidroloji
CEV2202,Çevre Kimyası 2
CEV2222,Çevre Mikrobiyolojisi
CEV2272,Çevre Mühendisliğinde Hidrolik
CEV3022,Su Kalite Kontrolü
CEV3072,Çevre Hukuku
CEV3302,Atıksuların Uzaklaştırılması
CEV3322,Hava Kirliliği Kontrolu
CEV3382,Temel İşlemler Laboratuvarı
CEV3392,Biyolojik Temel İşlemler
CEV4162,Göl Kirliliğinin Çevresel Boyutu
CEV4392,Kirlenmiş Toprakların Islahı
CEV4422,Atık Yönetimi Ve Geri Dönüşüm
CEV4622,Tehlikeli Atık Yönetimi
CEV4632,Gürültü Kontrolü
CEV4652,Hava Kirliliği Modellemesi
DTP1562,Ses Kayıt Teknikleri
DTP2512,İndirgeme Ve Miksleme Teknikleri
DTP2522,Oda Müziği İçin Kompozisyon
DTP2812,Armoni 2
DTP2822,Uzmanlık Alan Semineri 2
DTP2872,İleri Kontrpuan
DTP3522,Organolojiye Giriş
DTP3562,Performans Ortamları İçin Ses Tasarımı
DTP3572,Transkripsiyon Ve Analiz
DTP3592,Yaylı Çalgılar İçin Kompozisyon
DTP3812,Armoni 4
DTP3822,Uzmanlık Alan Semineri 4
DTP3832,Form Bilgisi 2
DTP4301,Modalite Uygulamalari
EHM1032,Elektronik Malzeme Bilgisi
EHM1042,İş Sağlığı Ve Güvenliği 2
EHM2142,Olasılık Teorisi
EHM2162,Lojik Devre Lab.
EHM3112,Antenler Ve Propogasyon
EHM3142,Elektronik Devreler 2 Lab. Ve Proje
EHM3181,Sayısal İşaret İşleme
EHM4310,Mikrodalga Elektroniği
EHM4360,Endüstriyel Elektronik
EHM4390,Güç Elektroniği
EHM5004,Araştırma Yöntemleri ve Bilimsel Etik
EHM5202,Dijital Filtreler
ELM2050,Elektromekanik Enerji Dönüşümü
ELM2062,Elektrik Devre Lab.
ELM2080,C Programlama Diline Giriş Ve Mühendislikte Uygulamaları
ELM2082,Enerji Üretimi
ELM2092,Algoritmalar ve Programlama
ELM3192,Yüksek Gerilim Lab.
ELM3252,Bileşik Isı ve Güç Sistemleri
ELM3262,Nümerik Analiz
ELM3292,Raylı Sistem Mühendisliğine Giriş
ELM4050,Reaktif Güç Kompanzasyonu
ELM4060,Yen.enerji Sist.için Güç Elektroniği
ELM4281,Güç Elektroniğinin Endüstriyel Uyg.
ELM4300,Elektrik Enerjisi Ekonomisi
ELM4301,Elektrik Makinalarında Arızalar Ve Bakım Yöntemleri
ELM4612,Elektrik Mak.lab. 2
ELM4622,Güç Elek. Lab. 2
ELM4890,Yol Aydınlatması
END1912,İş Sağlığı Ve Güvenliği 2
END2312,Ergonomi
END2962,Numerik Analiz
END2972,Yöneylem Araştırması 1
END2992,İstatistik
END3570,Yönetim Bilişim Sistemleri
END3750,İstatistiksel Karar Verme
END3820,Modelleme
END3850,Karar Teorisi
END3860,Oyun Teorisi Ve Stratejileri
END3890,Endüstri 4.0
END3900,Veri Madenciliği
END3972,Maliyet Ve Yönetim Muhasebesi
END3990,Veri Tabanı Yönetim Sistemleri
END4380,İnsan Kaynakları Yönetimi
END4400,Sistem Dinamiği
END4420,Proje Yönetimi
END4450,Pazarlama Ve Satış Yönetimi
END4500,Teknoloji Yönetimi
END4680,Depo Yönetimi
END4820,Fizibilite Etüdü
END4890,Süreç Yönetimi Ve Altı Sigma
END4982,İş Hukuku
FBO1022,Genel Fizik Lab. 2
FBO1042,Genel Kimya Lab.2
FBO1051,Genel Matematik 1
FBO1062,Fizik 2
FBO1072,Kimya 2
FBO1082,Biyoloji 1
FBO1092,Genel Matematik 2
FBO2032,Modern Fiziğe Giriş
FBO2051,Genel Kimya 3 (analitik Kimya)
FBO2052,Genel Kimya 4 (organik Kimya)
FBO2172,Fen Öğretim Programları
FBO2182,Yer Bilimi
FBO2192,Biyoloji 3
FBO2202,Genel Biyoloji Laboratuvarı 2
FBO3032,Çevre Bilimi
FBO3082,Fen Öğretimi 2
FBO3092,Fen Öğretimi Laboratuvar Uygulamaları 2
FBO3102,Bilimsel Muhakeme Becerileri
FBO3162,Topluma Hizmet Uygulamaları
FBO4322,Astronomi
FBO4452,Gıda Kimyası
FBO4492,Oyunlarla Fen Eğitimi
FBO4562,Besinler Ve Sağlıklı Beslenme
FBO4602,Fen Bilgisi Eğitiminde Kimya Kavramları
FIZ1002,Fizik 2 İngilizce Grupları Ortak Sınav
FIZ1122,Mesleki İngilizce 2
FIZ1262,Fizik Laboratuvarı 1
FIZ2132,Modern Fizik
FIZ2282,Fizik Laboratuvarı 3
FIZ3430,Elektrik Devrelerine Giriş
FIZ3650,Fizikte Matematik Yöntemler 2
FIZ4430,Atom-molekül Fiziği
FIZ4520,Hidrojen Enerjisi
FVP1102,Fotoğraf Bilgisi 2
FVP1122,Sayısal Görüntü Teknikleri
FVP1132,Video Bilgisi
FVP1402,Görme Biçimleri
FVP2102,Stüdyo 2
FVP2112,Sayısal Fotoğraf 2
FVP2122,Video Uygulama 2
FVP2132,Seminer 1
FVP2142,Fotoğrafik Tasarıma Giriş
FVP2442,Portre Fotografı
FVP2452,Yapım Ve Yönetmenlik
FVP2912,Mesleki Terminoloji 1
FVP3122,Seminer 2
FVP3132,Fotoğraf Tarihi 2
FVP3142,Fotograf Ve Video Uygulamaları 2
FVP3402,İletişim Kuramları Ve Etik
FVP3452,Video Montaj
FVP3462,Haber Röportaj
FVP3722,Sinema Göstergebilimi
FVP3932,Fotografik Çözümleme
FVP4462,Video Sanatı
FVP4472,Fotografta Eski Teknikler
FVP4482,Mimari Fotoğraf
FVP4702,İletişim Ve Tanıtım
GDM1022,Gıda Etiği
GDM1042,Gıda Mühendisliğinde Bilgisayar Uygulamaları
GDM1252,Gıda Mühendisliğinde Organik Kimya
GDM2042,Bilgisayar Destekli Mühendislik Çizimleri
GDM2102,Gıda Mühendisliğinde Akışkanlar Mekaniği
GDM2112,İş Sağlığı Ve Güvenliği 1
GDM2162,Girişimcilik Ve Liderlik
GDM2172,Gıda Mühendisliği Termodinamiği
GDM2182,Gıda Mikrobiyolojisi
GDM2222,Gıda Kimyası Ve Biyokimyası 2
GDM3012,Süt Ve Ürünleri Teknolojisi
GDM3022,Et Ve Ürünleri Teknolojisi
GDM3032,Gıda Analizleri Ve Teknoloji Lab.1
GDM3162,Gıda İşletmelerinde Proses Kontrolü
GDM3202,Gıda Hijyeni Ve Sanitasyonu
GDM3242,Gıda Mühendisliğinde Temel İşlemler 2
GDM3252,Gıda Katkı Maddeleri Ve Toksikolojisi
GDM3272,İş Sağlığı Ve Güvenliği 2
GDM3282,Gıda Biliminde Moleküler Biyoloji
GDM3332,Gıda Endüstri Atıkları Ve Değerlendirmesi
GDM4002,Gıda Ambalajlama Ve Malzeme
GDM4172,Gıda Mühendisliğinde Güncel Konular
GDM4182,Özel Ve Geleneksel Gıdalar
GDM4192,Gıda Güvenliği Yönetim Sistemleri
GDM4212,Enzim Bilimi
GDM4232,Beslenme
GDM4252,Soğuk Tekniği
GRA1012,Temel Tasarım 2
GRA1022,Fotoğraf 2
GRA1032,Desen 2
GRA1042,Bilgisayar Destekli Tasarım 2
GRA2012,Grafik Tasarımı 2
GRA2022,Arayüz Tasarımı 2
GRA2032,Tipografi 2
GRA2042,Grafik Tasarım Tarihi 2
GRA2052,İllüstrasyon 2
GRA2170,Mitoloji Ve İkonografi
GRA2210,Sosyal Medya Ve Tasarım
HRT2252,Sayısal Görüntü İşleme
HRT2322,Ölçme Bilgisi 3
HRT2442,Topografik Harita Üretimi
HRT2912,Mesleki İngilizce 2
HRT2932,Harita Mühendisliğinde Proje Yönetimi
HRT2941,Haritacılık Bilim Tarihi
HRT3142,Gnss Verilerinin Değerlendirilmesi
HRT3242,Görüntü İşleme Algoritmalarının Programlanması
HRT3262,Jeodezik Metroloji
HRT3372,Hidrografik Ölçmeler
HRT3390,Şehirsel Teknik Altyapı
HRT3422,Kartografya 2
HRT3462,Cbs De Programlama
HRT3472,Mobil Cbs Ve Kartografya
HRT4172,Jeodezi Uygulaması
HRT4212,Uzaktan Algılama Uygulaması
HRT4242,Web Tabanlı Gps Veri Analizi
HRT4332,Navigasyon Ve Kinematik Konumlama
HRT4372,Mühendislik Ölçmeleri Uygulaması
HRT4392,Tasarım 2 - İmar Uygulaması
HRT4441,Web Cbs Ve Kartografya
HRT4482,Kartografya Ve Jeoenformatik Uygulaması
HRT4552,Cbs Ve Coğrafi Hesaplama
HRT5000,Yüksek Lisans Tezi
HRT5001,Seminer
HRT5003,Uzmanlık Alan Dersi (Yüksek Lisans)
IKT1092,Ekonomi
IKT1122,Türkiyenin Toplumsal Yapısı
IKT2202,Makro İktisat
IKT2212,İstatistik 2
IKT3660,Tarım Ekonomisi
IKT3670,İktisadi Planlama
IKT3710,Enformasyon İktisadı
IKT3740,Türev Piyasalar
IKT3840,İktisatta Makine Öğrenmesi
IKT4750,Dünya Ekonomisi
IKT4790,İslam İktisat Tarihi
ILT1612,Video Çekim Teknikleri
ILT2652,Proje 1
ILT2662,Etkileşimli Ortam Tasarımı
ILT2712,Tasarım için Rol Oynama
ILT2932,Dil Kullanımı Ve İletişim
ILT3652,Proje 3
ILT3732,3B Animasyon
ILT3750,Özgür Ve Açık Kaynaklı Yazılımlar Ve Dijital Video
ILT3802,Ergonominin Temelleri
ILT3812,İllüstrasyon
ILT3942,Semiyoloji
ILT4712,Film Eleştirisi
ILT4722,Sanal Ortam Tasarımı
ILT4732,Görsel Efekt Tasarımı
ILT4762,Film Yapım Araçları
ING1222,Sözcük Bilgisi
ING1312,Okuma Becerileri 2
ING1322,Yazma Becerileri 2
ING1332,Dinleme Ve Sesletim 2
ING2020,Dünya İngilizceleri Ve Kültür
ING2030,Edimbilimi Ve Dil Öğretimi
ING2070,İngilizce Öğretiminde Yeni Yaklaşımlar
ING2150,Söylem Çözümlemesi Ve Dil Öğretimi
ING2312,İngilizce Öğretim Programları
ING2322,İngiliz Edebiyatı 2
ING2332,Dilbilimi 2
ING3192,Türkçe- İngilizce Çeviri
ING3312,Çocuklara Yabancı Dil Öğretimi 2
ING3332,Dil Ve Edebiyat Öğretimi 2
ING4252,Yabancı Dilde Öğrence Geliştirme Ve Değerlendirme
ING4342,Yabancı Dil Öğretiminde Ölçme Ve Değerlendirme
INS1122,Mühendislik Jeolojisi
INS3112,Temel İnşaatı
INS3242,Hidroloji
INS3542,Çok Katlı Çelik Yapılar
INS3562,Yapı Dinamiği
INS3782,Sürdürülebilir Yapı Malzemeleri
INS3822,Bilgisayar Destekli Çizim
INS3952,Zemin Mekaniği Ve Temel İnşaatı
INS4431,Tüneller
INS4452,Kentiçi Ulaştırma Sistemleri
INS4471,Karayolu Tasarımı
INS4541,Çelik Yapılar 2
INS4632,Betonarme Yapılar Ve Temel Tasarımı
INS4632,Betonarme Yapılar Ve Temel Tasarımı Ortak Grup
INS4642,Betonarme Yapıların İncelenmesi Ve Güçlendirilmesi
INS4642,Betonarme Yapıların İncelenmesi Ve Güçlendirilmesi Ortak Grup
INS4662,Deniz Yapıları Tasarımı
INS4662,Deniz Yapıları Tasarımı Ortak Grup İngilizce
INS4662,Deniz Yapıları Tasarımı Ortak Grup Türkçe
INS4672,Toplu Taşıma Aktarma Merkezi Tasarımı Ortak Grup İngilizce
INS4902,İş Sağlığı Ve Güvenliği 2
INS5000,Yüksek Lisans Tezi
INS5001,Seminer
INS5003,Uzmanlık Alan Dersi (Yüksek Lisans)
INS5004,Araştırma Yöntemleri ve Bilimsel Etik
INS5504,Otopark Planlaması ve Yönetimi
INS6503,Ulaştırma Planlaması II
INS6507,Trafik Akım Kuramı
INS6508,Ulaştırma İşletmesi
ISL1150,Kariyer Planlama
ISL1622,Davranış Bilimi
ISL2122,Mesleki İngilizce 1
ISL2901,Doğrudan Pazarlama
ISL3522,Uluslararası Pazarlama
ISL3982,Kıymetli Evrak Hukuku
ISL4640,Girişimcilik
ISL4851,İşletmelerde İnovasyon Yönetimi
ISL4860,Tüketici Davranışı
ISL4870,Marka Yönetimi
ISL4891,Müşteri İlişkileri Yönetimi
IST1132,Olasılık
IST1930,Uygulamalı Bilimler İçin İstatistik
IST1990,Olasılık Ve İstatistik
IST2122,Phyton İle İstatistik Uygulamalar
IST2152,Örnekleme 2
IST2170,Güncel İstatistik Uygulamaları
IST2252,Veri Analizi
IST3110,R İle İstatistik Uygulamaları
IST3132,Stokastik Süreçler
IST3210,Sas Programı İle İstatistik
IST3252,Nümerik Analiz
IST4232,Yöneylem Araştırması 2
IST4242,Kategorik Veri Analizine Giriş
ITB4040,Gönüllülük Çalışmaları
KIM1022,Genel Kimya Laboratuvarı 2
KIM1502,Genel Kimya 2
KIM1512,Genel Kimya 2
KIM1602,Genel Kimya 2
KIM1612,İş Sağlığı Ve Güvenliği 2
KIM2452,Su Kimyası
KIM2462,Organik Kimya
KIM2522,Anorganik Kimya 2
KIM2552,Anorganik Kimya Lab. 2
KIM2562,Fizikokimya Lab. 1
KIM2592,Mesleki Terminoloji
KIM2602,Metal Kimyası
KIM2612,Nanobilim Ve Nanoteknoloji
KIM3412,Enstrümental Analiz 2
KIM3422,Biyokimya 2
KIM3432,Biyokimya Lab.1
KIM3452,Enstrümental Analiz Lab.
KIM3462,Organik Kimya Lab.1
KIM3482,Endüstriyel Polimer Ve Uygulamaları
KIM3492,Makromoleküler Kimya
KIM3502,Polimerik Kompozit Malzemeler
KIM3522,Analitik Ayırma Yöntemleri
KIM4202,Kauçuk Kimyası
KIM4272,Kompleks Kimyası
KIM4352,Tekstil Kimyası
KIM4372,Yüzey Kaplama
KIM4392,Endüstriyel Kimya
KIM4512,Biyolojik Aktif Bileşik Sentezleri
KIM4532,Biyosensörler
KIM4572,Endüstriyel Biyoteknoloji
KIM4642,İleri Organik Malzemeler
KIM4722,Deterjanlar
KIM4792,Fotokimyasal Teknoloji
KIM4812,Tıbbi Bitkiler Kimyası
KIM4832,Enzim Kinetiği
KIM4852,Koku Ve Tat Bileşikleri
KIM4892,Medikal Metaller Ve Uygulama Alanları
KIM4922,Nmr Spektroskopisi
KIM4992,İlaç Kimyası
KMM1002,Temel Bilgisayar Bilimleri
KMM2602,İş Sağlığı Ve Güvenliği 2
KMM2612,Kimya Müh. Akışkanlar Mekaniği
KMM2622,Kimya Mühendisleri İçin Malzeme Bilimi
KMM2632,Kimya Mühendisliği Termodinamiği 1
KMM2642,Teknik Resim
KMM3502,Ayırma İşlemleri
KMM3512,Kimya Müh. Bilg. Uyg.
KMM3522,Kimya Mühendisliği Lab 1
KMM3532,Kimya Müh. Matematiksel Modelleme
KMM3542,Kimyasal Reaksiyon Mühendisliği
KMM3552,Deneysel Tasarım Ve Veri Analizi
KMM3562,Ölçme Ve Kontrol Cihazları
KMM3572,Proses Birimlerinin Tasarımı
KMM3582,Tekstil Hazırlama Teknolojisi
KMM4602,Kimya Mühendisliği Lab 3
KMM4622,Kimya Mühendisliğinde Proses Tasarımı-2
KMM4632,Kimyasal Teknolojiler
KMM4652,Kataliz Ve Katalitik Prosesler
KMM4662,Kimya Endüstrisinde Korozyon
KMM4682,Biyomalzeme Teknolojileri
KMM4702,Polimerlerin İşlenmesi
KMM4722,Bilgisayar Destekli İleri Kimya Müh.uygulamaları
KOM1012,Algoritma Tasarımı Ve Programlamaya Giriş
KOM1062,Ayrık Matematik
KOM1992,İş Sağlığı Ve Güvenliği 2
KOM2522,Dinamik
KOM2702,Sayısal Elektronik
KOM2712,"Sistem Dinamiği, Modelleme ve Benzetimi"
KOM3540,Fizyolojik Sistemlerin Modellenmesi
KOM3560,Endüstriyel Elektronik
KOM3570,Endüstriyel Sistemlerde Görüntü İşleme
KOM3712,Kontrol Sistemleri Tasarımı
KOM3722,Mikrokontrolörler Ve Endüstriyel Uygulamaları 1
KOM3752,Endüstriyel Otomasyon Sistemleri 2
KOM3772,Endüstriyel Otomasyon Sistemleri Laboratuvarı 1
